name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gw,player_id,first_name,last_name
Héctor Bellerín,DEF,Arsenal,3.7,0,0,0,0,0,11,179,0,0,0,0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,408658,0,3,0,0,-39404,11754,51158,51,TRUE,0,19,11,Héctor,Bellerín
Nigel Lonwijk,DEF,Wolves,0.5,0,0,0,0,0,629,188,0,0,0,0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,681,3,2,0,0,247,304,57,40,TRUE,0,19,629,Nigel,Lonwijk
Paulo Gazzaniga,GK,Spurs,0.5,0,0,0,0,0,393,186,0,0,0,0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,17655,3,1,0,0,-200,84,284,43,FALSE,0,19,393,Paulo,Gazzaniga
Cédric Soares,DEF,Arsenal,2.9,1,3,39,1,32.3,5,179,0,0,6.4,29.2,2021-01-18T20:00:00Z,90,14,0,0,0,0,19,0,12414,0,3,2,12,-126,102,228,46,TRUE,0,19,5,Cédric,Soares
Pierre-Emerick Aubameyang,MID,Arsenal,5.3,0,2,37,1,3.7,4,179,0,2,12.2,61.2,2021-01-18T20:00:00Z,78,14,0,0,0,0,19,0,539555,0,3,57,15,-16905,1436,18341,113,TRUE,0,19,4,Pierre-Emerick,Aubameyang
Caleb Watts,MID,Southampton,0.7,0,0,0,0,0,636,183,0,0,0,0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,0,0,2,0,0,0,0,0,45,FALSE,0,19,636,Caleb,Watts
Andy Carroll,FWD,Newcastle,3.9,0,0,6,0,13.3,320,179,2,0,1.8,0,2021-01-18T20:00:00Z,68,1,0,0,0,0,19,0,33584,0,3,5,2,1031,5233,4202,52,FALSE,0,19,320,Andy,Carroll
Andy Carroll,FWD,Newcastle,3.9,0,0,-2,0,1.6,320,99,2,0,0.2,0,2021-01-23T20:00:00Z,70,2,0,0,0,0,19,0,33584,0,2,8,1,1031,5233,4202,52,FALSE,1,19,320,Andy,Carroll
Jack Grealish,MID,Aston Villa,6.6,0,0,15,0,34.3,37,380,2,0,5.3,14.2,2021-01-20T18:00:00Z,90,12,0,0,0,0,19,0,2778647,0,2,4,2,-43343,132773,176116,77,FALSE,0,19,37,Jack,Grealish
Jack Grealish,MID,Aston Villa,6.6,1,0,22,1,44.7,37,99,0,0,9.3,24.4,2021-01-23T20:00:00Z,87,14,0,0,0,0,19,0,2778647,0,2,24,6,-43343,132773,176116,77,TRUE,0,19,37,Jack,Grealish
Charlie Cresswell,DEF,Leeds,0,0,0,0,0,0,620,182,0,0,0,0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,3031,1,0,0,0,728,1057,329,40,TRUE,0,19,620,Charlie,Cresswell
Frederico Rodrigues de Paula Santos,MID,Man Utd,3.5,0,0,13,1,11.4,299,184,0,0,3.3,21.2,2021-01-17T16:30:00Z,90,11,0,0,0,0,19,0,16208,0,0,0,3,-530,371,901,53,FALSE,0,19,299,Frederico,Rodrigues de Paula Santos
Frederico Rodrigues de Paula Santos,MID,Man Utd,3.5,0,0,18,0,25.3,299,171,1,0,6,14.6,2021-01-20T20:15:00Z,90,8,0,0,0,0,19,0,16208,2,1,20,2,-530,371,901,53,FALSE,0,19,299,Frederico,Rodrigues de Paula Santos
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.8,0,0,8,0,0.8,52,380,2,0,4.4,19.6,2021-01-20T18:00:00Z,90,12,0,0,0,0,19,0,19054,0,2,24,2,481,1408,927,49,FALSE,0,19,52,Douglas Luiz,Soares de Paulo
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.8,0,0,4,1,14.7,52,99,0,0,2,0.6,2021-01-23T20:00:00Z,90,14,0,0,0,0,19,0,19054,0,2,5,3,481,1408,927,49,TRUE,0,19,52,Douglas Luiz,Soares de Paulo
Neeskens Kebano,MID,Fulham,-1.6,0,0,0,0,0,180,181,0,0,0,0,2021-01-16T17:30:00Z,0,5,0,0,0,0,19,0,3305,1,0,0,0,-48,33,81,47,TRUE,0,19,180,Neeskens,Kebano
Neeskens Kebano,MID,Fulham,-1.6,0,0,0,0,0,180,171,0,0,0,0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,3305,2,1,0,0,-48,33,81,47,TRUE,0,19,180,Neeskens,Kebano
Tom Heaton,GK,Aston Villa,-1,0,0,0,0,0,28,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,4551,0,2,0,0,141,416,275,45,FALSE,0,19,28,Tom,Heaton
Tom Heaton,GK,Aston Villa,-1,0,0,0,0,0,28,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,4551,0,2,0,0,141,416,275,45,TRUE,0,19,28,Tom,Heaton
Oriol Romeu Vidal,MID,Southampton,0.2,0,0,0,0,0,364,183,0,0,0,0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,254244,0,2,0,0,-40608,3532,44140,45,FALSE,0,19,364,Oriol,Romeu Vidal
Mateusz Bogusz,MID,Leeds,0,0,0,0,0,0,533,182,0,0,0,0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,1047,1,0,0,0,6,49,43,43,TRUE,0,19,533,Mateusz,Bogusz
Tosin Adarabioyo,DEF,Fulham,3.6,0,0,15,0,0.3,572,181,1,0,3.7,36.6,2021-01-16T17:30:00Z,90,5,0,0,0,0,19,0,37469,1,0,0,2,6894,11420,4526,45,TRUE,0,19,572,Tosin,Adarabioyo
Tosin Adarabioyo,DEF,Fulham,3.6,0,0,16,0,0.5,572,171,2,0,5,32.2,2021-01-20T20:15:00Z,90,13,0,0,0,0,19,0,37469,2,1,17,1,6894,11420,4526,45,TRUE,0,19,572,Tosin,Adarabioyo
Roberto Jimenez Gago,GK,West Ham,0,0,0,0,0,0,433,187,0,0,0,0,2021-01-16T15:00:00Z,0,4,0,0,0,0,19,0,811,0,1,0,0,0,9,9,45,TRUE,0,19,433,Roberto,Jimenez Gago
Roberto Jimenez Gago,GK,West Ham,0,0,0,0,0,0,433,175,0,0,0,0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,811,1,2,0,0,0,9,9,45,TRUE,0,19,433,Roberto,Jimenez Gago
Jannik Vestergaard,DEF,Southampton,0,0,0,0,0,0,369,183,0,0,0,0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,307716,0,2,0,0,-61340,431,61771,48,FALSE,0,19,369,Jannik,Vestergaard
Martin Kelly,DEF,Crystal Palace,0,0,0,0,0,0,135,185,0,0,0,0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,19423,0,4,0,0,-577,33,610,41,FALSE,0,19,135,Martin,Kelly
Harvey Elliott,MID,Liverpool,0,0,0,0,0,0,265,184,0,0,0,0,2021-01-17T16:30:00Z,0,13,0,0,0,0,19,0,7515,0,0,0,0,-215,59,274,43,TRUE,0,19,265,Harvey,Elliott
Harvey Elliott,MID,Liverpool,0,0,0,0,0,0,265,177,0,0,0,0,2021-01-21T20:00:00Z,0,4,0,0,0,0,19,0,7515,1,0,0,0,-215,59,274,43,TRUE,0,19,265,Harvey,Elliott
Nemanja Matic,MID,Man Utd,2.2,0,0,0,0,0,295,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,15695,0,0,0,0,-121,446,567,48,FALSE,0,19,295,Nemanja,Matic
Nemanja Matic,MID,Man Utd,2.2,0,0,4,0,0,295,171,0,0,0.2,2,2021-01-20T20:15:00Z,1,8,0,0,0,0,19,0,15695,2,1,0,1,-121,446,567,48,FALSE,0,19,295,Nemanja,Matic
Indiana Vassilev,FWD,Aston Villa,0,0,0,0,0,0,51,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,58769,0,2,0,0,2520,5093,2573,43,FALSE,0,19,51,Indiana,Vassilev
Indiana Vassilev,FWD,Aston Villa,0,0,0,0,0,0,51,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,58769,0,2,0,0,2520,5093,2573,43,TRUE,0,19,51,Indiana,Vassilev
Will Norris,GK,Burnley,-2,0,0,0,0,0,583,187,0,0,0,0,2021-01-16T15:00:00Z,0,19,0,0,0,0,19,0,11202,0,1,0,0,332,1253,921,40,FALSE,0,19,583,Will,Norris
Will Norris,GK,Burnley,-2,0,0,0,0,0,583,177,0,0,0,0,2021-01-21T20:00:00Z,0,11,0,0,0,0,19,0,11202,1,0,0,0,332,1253,921,40,FALSE,0,19,583,Will,Norris
Wesley Moraes,FWD,Aston Villa,0,0,0,0,0,0,48,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,809,0,2,0,0,0,31,31,60,FALSE,0,19,48,Wesley,Moraes
Wesley Moraes,FWD,Aston Villa,0,0,0,0,0,0,48,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,809,0,2,0,0,0,31,31,60,TRUE,0,19,48,Wesley,Moraes
Sébastien Haller,FWD,West Ham,0,0,0,0,0,0,441,187,0,0,0,0,2021-01-16T15:00:00Z,0,4,0,0,0,0,19,0,23692,0,1,0,0,-8226,32,8258,61,TRUE,0,19,441,Sébastien,Haller
Sébastien Haller,FWD,West Ham,0,0,0,0,0,0,441,175,0,0,0,0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,23692,1,2,0,0,-8226,32,8258,61,TRUE,0,19,441,Sébastien,Haller
Matej Vydra,FWD,Burnley,-1.2,0,0,2,0,0.6,93,187,0,0,0.3,0,2021-01-16T15:00:00Z,27,19,0,0,0,0,19,0,49667,0,1,2,1,5634,8783,3149,48,FALSE,0,19,93,Matej,Vydra
Matej Vydra,FWD,Burnley,-1.2,0,0,0,0,0,93,177,0,0,0,0,2021-01-21T20:00:00Z,0,11,0,0,0,0,19,0,49667,1,0,0,0,5634,8783,3149,48,FALSE,0,19,93,Matej,Vydra
Kai Havertz,MID,Chelsea,3.8,0,0,0,0,0,500,181,0,0,0,0,2021-01-16T17:30:00Z,0,8,0,0,0,0,19,0,213891,1,0,0,0,469,3374,2905,82,FALSE,0,19,500,Kai,Havertz
Kai Havertz,MID,Chelsea,3.8,0,0,4,0,4,500,173,2,0,1.3,3.4,2021-01-19T20:15:00Z,66,9,0,0,0,0,19,0,213891,0,2,6,1,469,3374,2905,82,FALSE,1,19,500,Kai,Havertz
Billy Sharp,FWD,Sheffield Utd,0.7,0,0,0,0,0,343,186,0,0,0,0,2021-01-17T14:00:00Z,16,17,0,0,0,0,19,0,10199,3,1,1,1,947,1413,466,55,TRUE,0,19,343,Billy,Sharp
Christian Marques,DEF,Wolves,0.5,0,0,0,0,0,616,188,0,0,0,0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,1756,3,2,0,0,18,174,156,40,TRUE,0,19,616,Christian,Marques
Dale Stephens,MID,Burnley,-1.2,0,0,0,0,0,55,187,0,0,0,0,2021-01-16T15:00:00Z,0,19,0,0,0,0,19,0,355828,0,1,0,0,-10956,11913,22869,43,FALSE,0,19,55,Dale,Stephens
Dale Stephens,MID,Burnley,-1.2,0,0,0,0,0,55,177,0,0,0,0,2021-01-21T20:00:00Z,0,11,0,0,0,0,19,0,355828,1,0,0,0,-10956,11913,22869,43,FALSE,0,19,55,Dale,Stephens
Frédéric Guilbert,DEF,Aston Villa,-1,0,0,0,0,0,47,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,6003,0,2,0,0,-58,45,103,43,FALSE,0,19,47,Frédéric,Guilbert
Frédéric Guilbert,DEF,Aston Villa,-1,0,0,0,0,0,47,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,6003,0,2,0,0,-58,45,103,43,TRUE,0,19,47,Frédéric,Guilbert
Rodrigo Moreno,FWD,Leeds,3.2,0,0,6,0,2.1,492,182,1,0,0.5,2.4,2021-01-16T15:00:00Z,61,3,0,0,0,0,19,0,265356,1,0,0,2,27899,49540,21641,57,TRUE,0,19,492,Rodrigo,Moreno
Kamil Grosicki,MID,West Brom,1.8,0,0,10,0,11.5,410,188,2,0,2.6,1.6,2021-01-16T12:30:00Z,68,20,0,0,0,0,19,0,2332,3,2,13,2,10,45,35,53,FALSE,0,19,410,Kamil,Grosicki
Kamil Grosicki,MID,West Brom,1.8,1,0,16,0,23.4,410,175,2,0,4.6,20.8,2021-01-19T18:00:00Z,69,19,0,0,0,0,19,0,2332,1,2,2,5,10,45,35,53,FALSE,0,19,410,Kamil,Grosicki
James Tomkins,DEF,Crystal Palace,2,0,0,12,0,0.1,129,185,4,0,1.6,14.2,2021-01-17T19:15:00Z,90,12,0,0,0,0,19,0,4490,0,4,2,0,-100,584,684,45,FALSE,0,19,129,James,Tomkins
Shkodran Mustafi,DEF,Arsenal,0.7,0,0,0,0,0,7,179,0,0,0,0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,4194,0,3,0,0,-81,100,181,50,TRUE,0,19,7,Shkodran,Mustafi
James Ward-Prowse,MID,Southampton,3,0,0,9,0,17.3,370,183,2,0,2.4,3,2021-01-16T20:00:00Z,90,9,0,0,0,0,19,0,863547,0,2,4,2,-137714,26678,164392,62,FALSE,0,19,370,James,Ward-Prowse
Islam Slimani,FWD,Leicester,0,0,0,0,0,0,579,183,0,0,0,0,2021-01-16T20:00:00Z,0,16,0,0,0,0,19,0,6447,0,2,0,0,-397,201,598,49,TRUE,0,19,579,Islam,Slimani
Islam Slimani,FWD,Leicester,0,0,0,0,0,0,579,173,0,0,0,0,2021-01-19T20:15:00Z,0,5,0,0,0,0,19,0,6447,0,2,0,0,-397,201,598,49,TRUE,0,19,579,Islam,Slimani
Andrew Robertson,DEF,Liverpool,10,0,0,28,1,34.3,255,184,0,0,5.2,11.6,2021-01-17T16:30:00Z,90,13,0,0,0,0,19,0,1664698,0,0,6,6,-17952,60295,78247,74,TRUE,0,19,255,Andrew,Robertson
Andrew Robertson,DEF,Liverpool,10,0,0,14,0,38.6,255,177,1,0,8.8,14,2021-01-21T20:00:00Z,90,4,0,0,0,0,19,0,1664698,1,0,35,2,-17952,60295,78247,74,TRUE,0,19,255,Andrew,Robertson
Stuart Armstrong,MID,Southampton,1.7,0,0,10,0,23.5,368,183,2,0,3.8,10.2,2021-01-16T20:00:00Z,90,9,0,0,0,0,19,0,35005,0,2,4,2,-2968,1257,4225,55,FALSE,0,19,368,Stuart,Armstrong
Jamie Shackleton,MID,Leeds,0.8,0,0,0,0,0,210,182,0,0,0,0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,2286,1,0,0,0,4,52,48,48,TRUE,0,19,210,Jamie,Shackleton
Ayoze Pérez,MID,Leicester,2.5,0,0,3,0,14,229,183,0,0,2.4,6,2021-01-16T20:00:00Z,13,16,0,0,0,0,19,0,55878,0,2,4,1,-306,1096,1402,60,TRUE,0,19,229,Ayoze,Pérez
Ayoze Pérez,MID,Leicester,2.5,0,0,2,0,1,229,173,0,0,0.4,3.4,2021-01-19T20:15:00Z,14,5,0,0,0,0,19,0,55878,0,2,0,1,-306,1096,1402,60,TRUE,0,19,229,Ayoze,Pérez
Adrián San Miguel del Castillo,GK,Liverpool,2,0,0,0,0,0,245,184,0,0,0,0,2021-01-17T16:30:00Z,0,13,0,0,0,0,19,0,27944,0,0,0,0,-535,620,1155,42,TRUE,0,19,245,Adrián,San Miguel del Castillo
Adrián San Miguel del Castillo,GK,Liverpool,2,0,0,0,0,0,245,177,0,0,0,0,2021-01-21T20:00:00Z,0,4,0,0,0,0,19,0,27944,1,0,0,0,-535,620,1155,42,TRUE,0,19,245,Adrián,San Miguel del Castillo
Taylor Perry,MID,Wolves,0.5,0,0,0,0,0,611,188,0,0,0,0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,518,3,2,0,0,2,47,45,45,TRUE,0,19,611,Taylor,Perry
James McCarthy,MID,Crystal Palace,-0.4,0,0,8,0,4.7,131,185,4,0,1.7,12.6,2021-01-17T19:15:00Z,90,12,0,0,0,0,19,0,86450,0,4,0,2,2907,8166,5259,43,FALSE,0,19,131,James,McCarthy
Jordan Hugill,FWD,West Ham,0,0,0,0,0,0,444,187,0,0,0,0,2021-01-16T15:00:00Z,0,4,0,0,0,0,19,0,507,0,1,0,0,-6,2,8,55,TRUE,0,19,444,Jordan,Hugill
Jordan Hugill,FWD,West Ham,0,0,0,0,0,0,444,175,0,0,0,0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,507,1,2,0,0,-6,2,8,55,TRUE,0,19,444,Jordan,Hugill
Alexandre Lacazette,FWD,Arsenal,6.7,0,0,5,1,24.6,6,179,0,0,10.5,18.8,2021-01-18T20:00:00Z,90,14,0,0,0,0,19,0,443811,0,3,62,2,-56037,61342,117379,83,TRUE,0,19,6,Alexandre,Lacazette
Conor Hourihane,MID,Aston Villa,-1,0,0,0,0,0,33,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,9110,0,2,0,0,-93,62,155,59,FALSE,0,19,33,Conor,Hourihane
Conor Hourihane,MID,Aston Villa,-1,0,0,0,0,0,33,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,9110,0,2,0,0,-93,62,155,59,TRUE,0,19,33,Conor,Hourihane
Yves Bissouma,MID,Brighton,1,0,0,4,0,1,76,182,0,0,0.5,3.8,2021-01-16T15:00:00Z,28,10,0,0,0,0,19,0,170127,1,0,0,1,-20481,3803,24284,45,FALSE,0,19,76,Yves,Bissouma
Mohammed Salisu,DEF,Southampton,-0.4,0,0,0,0,0,479,183,0,0,0,0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,5656,0,2,0,0,-112,9,121,43,FALSE,0,19,479,Mohammed,Salisu
Nicolás Otamendi,DEF,Man City,0,0,0,0,0,0,269,185,0,0,0,0,2021-01-17T19:15:00Z,0,6,0,0,0,0,19,0,15486,0,4,0,0,-49,4,53,49,TRUE,0,19,269,Nicolás,Otamendi
Nicolás Otamendi,DEF,Man City,0,0,0,0,0,0,269,380,0,0,0,0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,15486,0,2,0,0,-49,4,53,49,TRUE,0,19,269,Nicolás,Otamendi
Tammy Abraham,FWD,Chelsea,4.6,0,0,1,0,1.6,118,181,0,0,2.4,3.4,2021-01-16T17:30:00Z,25,8,0,0,0,0,19,0,331844,1,0,19,1,94866,120358,25492,72,FALSE,0,19,118,Tammy,Abraham
Tammy Abraham,FWD,Chelsea,4.6,0,0,2,0,1.8,118,173,2,0,4.7,8.2,2021-01-19T20:15:00Z,90,9,0,0,0,0,19,0,331844,0,2,37,2,94866,120358,25492,72,FALSE,0,19,118,Tammy,Abraham
Tomas Soucek,MID,West Ham,12.2,0,0,14,1,2,449,187,0,0,2.8,22.4,2021-01-16T15:00:00Z,90,4,0,0,0,0,19,0,1623913,0,1,4,2,502120,533016,30896,53,TRUE,1,19,449,Tomas,Soucek
Tomas Soucek,MID,West Ham,12.2,0,0,9,0,16.1,449,175,1,0,3.3,12.6,2021-01-19T18:00:00Z,90,18,0,0,0,0,19,0,1623913,1,2,4,2,502120,533016,30896,53,TRUE,0,19,449,Tomas,Soucek
Sergio Romero,GK,Man Utd,0,0,0,0,0,0,289,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,5871,0,0,0,0,-32,5,37,49,FALSE,0,19,289,Sergio,Romero
Sergio Romero,GK,Man Utd,0,0,0,0,0,0,289,171,0,0,0,0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,5871,2,1,0,0,-32,5,37,49,FALSE,0,19,289,Sergio,Romero
Joseph Willock,MID,Arsenal,0.9,0,0,0,0,0,20,179,0,0,0,0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,5654,0,3,0,0,-98,76,174,47,TRUE,0,19,20,Joseph,Willock
Lewis Richardson,FWD,Burnley,-2,0,0,0,0,0,592,187,0,0,0,0,2021-01-16T15:00:00Z,0,19,0,0,0,0,19,0,9002,0,1,0,0,156,887,731,45,FALSE,0,19,592,Lewis,Richardson
Lewis Richardson,FWD,Burnley,-2,0,0,0,0,0,592,177,0,0,0,0,2021-01-21T20:00:00Z,0,11,0,0,0,0,19,0,9002,1,0,0,0,156,887,731,45,FALSE,0,19,592,Lewis,Richardson
Zeze Steven Sessegnon,DEF,Fulham,0,0,0,0,0,0,192,181,0,0,0,0,2021-01-16T17:30:00Z,0,5,0,0,0,0,19,0,3035,1,0,0,0,-26,14,40,43,TRUE,0,19,192,Zeze Steven,Sessegnon
Zeze Steven Sessegnon,DEF,Fulham,0,0,0,0,0,0,192,171,0,0,0,0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,3035,2,1,0,0,-26,14,40,43,TRUE,0,19,192,Zeze Steven,Sessegnon
Morgan Gibbs-White,MID,Wolves,1.1,0,0,9,0,33,473,188,0,0,4.2,9.2,2021-01-16T12:30:00Z,30,18,0,0,0,0,19,0,570,3,2,0,1,62,112,50,49,TRUE,0,19,473,Morgan,Gibbs-White
Jake Cain,MID,Liverpool,2,0,0,0,0,0,607,184,0,0,0,0,2021-01-17T16:30:00Z,0,13,0,0,0,0,19,0,220,0,0,0,0,2,21,19,45,TRUE,0,19,607,Jake,Cain
Jake Cain,MID,Liverpool,2,0,0,0,0,0,607,177,0,0,0,0,2021-01-21T20:00:00Z,0,4,0,0,0,0,19,0,220,1,0,0,0,2,21,19,45,TRUE,0,19,607,Jake,Cain
Jack Harrison,MID,Leeds,3.8,0,0,11,0,11.5,203,182,1,0,4.3,11,2021-01-16T15:00:00Z,90,3,0,0,0,0,19,0,190489,1,0,20,2,-12860,22107,34967,54,TRUE,0,19,203,Jack,Harrison
Lewis Richards,DEF,Wolves,0.5,0,0,0,0,0,615,188,0,0,0,0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,1643,3,2,0,0,72,243,171,40,TRUE,0,19,615,Lewis,Richards
Sander Berge,MID,Sheffield Utd,0,0,0,0,0,0,360,186,0,0,0,0,2021-01-17T14:00:00Z,0,17,0,0,0,0,19,0,8042,3,1,0,0,-357,15,372,49,TRUE,0,19,360,Sander,Berge
Aaron Cresswell,DEF,West Ham,13.4,0,2,26,1,3.5,435,187,0,0,1.8,14.4,2021-01-16T15:00:00Z,90,4,0,0,0,0,19,0,1432683,0,1,0,8,286229,317337,31108,54,TRUE,0,19,435,Aaron,Cresswell
Aaron Cresswell,DEF,West Ham,13.4,0,0,14,0,43,435,175,1,0,6.8,25,2021-01-19T18:00:00Z,90,18,0,0,0,0,19,0,1432683,1,2,0,2,286229,317337,31108,54,TRUE,0,19,435,Aaron,Cresswell
Ryan Bertrand,DEF,Southampton,3.5,0,0,10,0,3.8,362,183,2,0,4,13.2,2021-01-16T20:00:00Z,90,9,0,0,0,0,19,0,82287,0,2,23,0,-2889,2321,5210,50,FALSE,1,19,362,Ryan,Bertrand
Donny van de Beek,MID,Man Utd,0.5,0,0,0,0,0,495,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,115422,0,0,0,0,-1151,220,1371,66,FALSE,0,19,495,Donny,van de Beek
Donny van de Beek,MID,Man Utd,0.5,0,0,0,0,0,495,171,0,0,0,0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,115422,2,1,0,0,-1151,220,1371,66,FALSE,0,19,495,Donny,van de Beek
Divock Origi,FWD,Liverpool,3.2,0,0,3,0,0.3,256,184,0,0,0.2,0,2021-01-17T16:30:00Z,5,13,0,0,0,0,19,0,46344,0,0,2,1,282,1053,771,52,TRUE,0,19,256,Divock,Origi
Divock Origi,FWD,Liverpool,3.2,0,0,-1,0,2.8,256,177,0,0,4,6.4,2021-01-21T20:00:00Z,56,4,0,0,0,0,19,0,46344,1,0,31,1,282,1053,771,52,TRUE,0,19,256,Divock,Origi
Romain Saïss,DEF,Wolves,4.7,0,0,11,0,6.7,461,188,3,0,2.8,13.6,2021-01-16T12:30:00Z,90,18,0,0,0,0,19,0,762844,3,2,8,1,-61511,27298,88809,51,TRUE,0,19,461,Romain,Saïss
Giovani Lo Celso,MID,Spurs,0,0,0,0,0,0,403,186,0,0,0,0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,30425,3,1,0,0,-283,23,306,69,FALSE,0,19,403,Giovani,Lo Celso
Taylor Harwood-Bellis,DEF,Man City,2,0,0,0,0,0,623,185,0,0,0,0,2021-01-17T19:15:00Z,0,6,0,0,0,0,19,0,404,0,4,0,0,19,68,49,40,TRUE,0,19,623,Taylor,Harwood-Bellis
Taylor Harwood-Bellis,DEF,Man City,2,0,0,0,0,0,623,380,0,0,0,0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,404,0,2,0,0,19,68,49,40,TRUE,0,19,623,Taylor,Harwood-Bellis
Rui Pedro dos Santos Patrício,GK,Wolves,1.7,0,0,11,0,0,455,188,3,0,1.5,15,2021-01-16T12:30:00Z,90,18,0,0,0,0,19,2,396886,3,2,0,1,-18135,6753,24888,54,TRUE,0,19,455,Rui Pedro,dos Santos Patrício
Martín Montoya,DEF,Brighton,0,0,0,0,0,0,63,182,0,0,0,0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,622,1,0,0,0,9,17,8,45,FALSE,0,19,63,Martín,Montoya
Rob Holding,DEF,Arsenal,7.1,0,0,29,1,1.2,16,179,0,0,2.2,20.8,2021-01-18T20:00:00Z,90,14,0,0,0,0,19,0,325639,0,3,0,6,12377,53040,40663,45,TRUE,0,19,16,Rob,Holding
Bamidele Alli,MID,Spurs,0.5,0,0,0,0,0,394,186,0,0,0,0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,42303,3,1,0,0,-268,127,395,74,FALSE,0,19,394,Bamidele,Alli
Calum Chambers,DEF,Arsenal,0.5,0,0,0,0,0,13,179,0,0,0,0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,2085,0,3,0,0,-12,141,153,45,TRUE,0,19,13,Calum,Chambers
Jairo Riedewald,MID,Crystal Palace,0.2,0,0,4,0,0,144,185,1,0,0.2,2.2,2021-01-17T19:15:00Z,22,12,0,0,0,0,19,0,103942,0,4,0,1,-13179,2012,15191,44,FALSE,0,19,144,Jairo,Riedewald
Matt Doherty,DEF,Spurs,1.7,0,0,0,0,0,457,186,0,0,0,0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,365723,3,1,0,0,-7652,632,8284,57,FALSE,0,19,457,Matt,Doherty
Rúnar Alex Rúnarsson,GK,Arsenal,0.5,0,0,0,0,0,547,179,0,0,0,0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,3121,0,3,0,0,-10,104,114,45,TRUE,0,19,547,Rúnar Alex,Rúnarsson
Phil Jagielka,DEF,Sheffield Utd,-0.3,0,0,0,0,0,529,186,0,0,0,0,2021-01-17T14:00:00Z,0,17,0,0,0,0,19,0,41313,3,1,0,0,126,1789,1663,39,TRUE,0,19,529,Phil,Jagielka
Dwight Gayle,FWD,Newcastle,0.1,0,0,0,0,0,329,179,0,0,0,0,2021-01-18T20:00:00Z,0,1,0,0,0,0,19,0,3641,0,3,0,0,-305,335,640,59,FALSE,0,19,329,Dwight,Gayle
Dwight Gayle,FWD,Newcastle,0.1,0,0,2,0,0.1,329,99,0,0,0.2,0,2021-01-23T20:00:00Z,9,2,0,0,0,0,19,0,3641,0,2,4,1,-305,335,640,59,FALSE,0,19,329,Dwight,Gayle
