name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gw,player_id,first_name,last_name
Ilkay Gündogan,MID,Man City,18.4,0,2,31,1,30.3,271,380,0,1,15.7,42.2,2021-01-20T18:00:00Z,90,2,0,0,0,0,19,0,243089,0,2,84,10,64588,92375,27787,55,TRUE,0,19,271,Ilkay,Gündogan
Eric Bailly,DEF,Man Utd,7.1,0,0,0,0,0,310,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,54784,0,0,0,0,15464,20266,4802,49,FALSE,0,19,310,Eric,Bailly
Eric Bailly,DEF,Man Utd,7.1,0,0,22,0,2.5,310,171,1,0,3.2,29,2021-01-20T20:15:00Z,90,8,0,0,0,0,19,0,54784,2,1,0,2,15464,20266,4802,49,FALSE,0,19,310,Eric,Bailly
Patrick Bamford,FWD,Leeds,5,0,0,4,0,10.3,202,182,1,0,1.8,0,2021-01-16T15:00:00Z,90,3,0,0,0,0,19,0,3782343,1,0,8,2,130650,342408,211758,66,TRUE,0,19,202,Patrick,Bamford
Karlan Grant,FWD,West Brom,0,0,0,0,0,0,582,188,0,0,0,0,2021-01-16T12:30:00Z,0,20,0,0,0,0,19,0,2455,3,2,0,0,-425,65,490,58,FALSE,0,19,582,Karlan,Grant
Karlan Grant,FWD,West Brom,0,0,0,0,0,0,582,175,0,0,0,0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,2455,1,2,0,0,-425,65,490,58,FALSE,0,19,582,Karlan,Grant
Lukasz Fabianski,GK,West Ham,5.8,0,0,25,1,0,431,187,0,0,1,9.8,2021-01-16T15:00:00Z,90,4,0,0,0,0,19,2,329251,0,1,0,6,4895,47389,42494,51,TRUE,0,19,431,Lukasz,Fabianski
Lukasz Fabianski,GK,West Ham,5.8,0,0,13,0,0,431,175,1,0,1.1,11.4,2021-01-19T18:00:00Z,90,18,0,0,0,0,19,2,329251,1,2,0,2,4895,47389,42494,51,TRUE,0,19,431,Lukasz,Fabianski
Callum Robinson,FWD,West Brom,5.8,2,1,25,0,0.7,358,188,2,0,5.1,7,2021-01-16T12:30:00Z,90,20,0,0,0,0,19,0,51275,3,2,43,9,13679,17945,4266,54,FALSE,0,19,358,Callum,Robinson
Callum Robinson,FWD,West Brom,5.8,0,0,7,0,2.8,358,175,2,0,0.7,1.4,2021-01-19T18:00:00Z,90,19,0,0,0,0,19,0,51275,1,2,3,2,13679,17945,4266,54,FALSE,0,19,358,Callum,Robinson
Ørjan Nyland,GK,Aston Villa,0,0,0,0,0,0,35,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,389810,0,2,0,0,-31797,67,31864,40,FALSE,0,19,35,Ørjan,Nyland
Ørjan Nyland,GK,Aston Villa,0,0,0,0,0,0,35,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,389810,0,2,0,0,-31797,67,31864,40,TRUE,0,19,35,Ørjan,Nyland
Ki-Jana Hoever,DEF,Wolves,0.9,0,0,0,0,0,545,188,0,0,0,0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,3645,3,2,0,0,-64,137,201,44,TRUE,0,19,545,Ki-Jana,Hoever
Billy Gilmour,MID,Chelsea,1.4,0,0,0,0,0,124,181,0,0,0,0,2021-01-16T17:30:00Z,0,8,0,0,0,0,19,0,9585,1,0,0,0,309,857,548,44,FALSE,0,19,124,Billy,Gilmour
Billy Gilmour,MID,Chelsea,1.4,0,0,0,0,0,124,173,0,0,0,0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,9585,0,2,0,0,309,857,548,44,FALSE,0,19,124,Billy,Gilmour
Mesut Özil,MID,Arsenal,0,0,0,0,0,0,1,179,0,0,0,0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,42856,0,3,0,0,-109,9,118,67,TRUE,0,19,1,Mesut,Özil
Ezgjan Alioski,DEF,Leeds,5.2,0,0,11,0,6.3,201,182,1,0,1.9,10.4,2021-01-16T15:00:00Z,66,3,0,0,0,0,19,0,237067,1,0,2,2,3216,34485,31269,45,TRUE,0,19,201,Ezgjan,Alioski
Kayne Ramsay,DEF,Southampton,-0.5,0,0,0,0,0,598,183,0,0,0,0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,5298,0,2,0,0,49,273,224,40,FALSE,0,19,598,Kayne,Ramsay
Eberechi Eze,MID,Crystal Palace,1.2,0,0,2,0,1.7,489,185,4,0,0.4,0,2021-01-17T19:15:00Z,90,12,0,0,0,0,19,0,66131,0,4,4,2,-7133,3619,10752,58,FALSE,0,19,489,Eberechi,Eze
Alex McCarthy,GK,Southampton,3.5,0,0,14,0,0,363,183,2,0,2,20.4,2021-01-16T20:00:00Z,90,9,0,0,0,0,19,2,1480768,0,2,0,1,-97786,40864,138650,47,FALSE,0,19,363,Alex,McCarthy
Oliver McBurnie,FWD,Sheffield Utd,-0.1,0,0,0,0,0,357,186,0,0,0,0,2021-01-17T14:00:00Z,0,17,0,0,0,0,19,0,14994,3,1,0,0,-237,74,311,56,TRUE,0,19,357,Oliver,McBurnie
Timothy Fosu-Mensah,DEF,Man Utd,0.5,0,0,0,0,0,312,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,6783,0,0,0,0,-87,62,149,43,FALSE,0,19,312,Timothy,Fosu-Mensah
Timothy Fosu-Mensah,DEF,Man Utd,0.5,0,0,0,0,0,312,171,0,0,0,0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,6783,2,1,0,0,-87,62,149,43,FALSE,0,19,312,Timothy,Fosu-Mensah
Sergio Agüero,FWD,Man City,0,0,0,0,0,0,268,185,0,0,0,0,2021-01-17T19:15:00Z,0,6,0,0,0,0,19,0,95277,0,4,0,0,-18869,151,19020,103,TRUE,0,19,268,Sergio,Agüero
Sergio Agüero,FWD,Man City,0,0,0,0,0,0,268,380,0,0,0,0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,95277,0,2,0,0,-18869,151,19020,103,TRUE,0,19,268,Sergio,Agüero
Filip Krovinovic,MID,West Brom,-0.6,0,0,0,0,0,555,188,0,0,0,0,2021-01-16T12:30:00Z,0,20,0,0,0,0,19,0,951,3,2,0,0,-7,34,41,49,FALSE,0,19,555,Filip,Krovinovic
Filip Krovinovic,MID,West Brom,-0.6,0,0,0,0,0,555,175,0,0,0,0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,951,1,2,0,0,-7,34,41,49,FALSE,0,19,555,Filip,Krovinovic
Christian Pulisic,MID,Chelsea,5,0,0,15,1,28.4,119,181,0,0,4.4,9,2021-01-16T17:30:00Z,90,8,0,0,0,0,19,0,181804,1,0,7,3,5004,15075,10071,82,FALSE,0,19,119,Christian,Pulisic
Christian Pulisic,MID,Chelsea,5,0,0,2,0,13.2,119,173,2,0,2.6,7.2,2021-01-19T20:15:00Z,90,9,0,0,0,0,19,0,181804,0,2,6,2,5004,15075,10071,82,FALSE,0,19,119,Christian,Pulisic
Allan Tchaptchet,DEF,Southampton,0.7,0,0,0,0,0,635,183,0,0,0,0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,0,0,2,0,0,0,0,0,40,FALSE,0,19,635,Allan,Tchaptchet
Wayne Hennessey,GK,Crystal Palace,0,0,0,0,0,0,126,185,0,0,0,0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,24510,0,4,0,0,-451,25,476,43,FALSE,0,19,126,Wayne,Hennessey
João Filipe Iria Santos Moutinho,MID,Wolves,2.5,0,0,10,0,10.8,454,188,3,0,1.8,7.6,2021-01-16T12:30:00Z,78,18,0,0,0,0,19,0,71657,3,2,0,2,-714,540,1254,52,TRUE,0,19,454,João Filipe Iria,Santos Moutinho
Hugo Lloris,GK,Spurs,4.5,0,0,20,0,0,383,186,1,0,2.5,25.4,2021-01-17T14:00:00Z,90,15,0,0,0,0,19,4,585592,3,1,0,3,-32761,13967,46728,56,FALSE,0,19,383,Hugo,Lloris
Anthony Knockaert,MID,Fulham,0,0,0,0,0,0,177,181,0,0,0,0,2021-01-16T17:30:00Z,0,5,0,0,0,0,19,0,2508,1,0,0,0,-20,3,23,50,TRUE,0,19,177,Anthony,Knockaert
Anthony Knockaert,MID,Fulham,0,0,0,0,0,0,177,171,0,0,0,0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,2508,2,1,0,0,-20,3,23,50,TRUE,0,19,177,Anthony,Knockaert
Kevin McDonald,MID,Fulham,0,0,0,0,0,0,172,181,0,0,0,0,2021-01-16T17:30:00Z,0,5,0,0,0,0,19,0,1648,1,0,0,0,-14,6,20,47,TRUE,0,19,172,Kevin,McDonald
Kevin McDonald,MID,Fulham,0,0,0,0,0,0,172,171,0,0,0,0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,1648,2,1,0,0,-14,6,20,47,TRUE,0,19,172,Kevin,McDonald
Ciaran Clark,DEF,Newcastle,2.9,0,0,11,0,0.6,324,179,3,0,0.8,7.6,2021-01-18T20:00:00Z,90,1,0,0,0,0,19,0,30957,0,3,0,1,-4791,4506,9297,45,FALSE,0,19,324,Ciaran,Clark
Ciaran Clark,DEF,Newcastle,2.9,0,0,0,0,0,324,99,0,0,0,0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,30957,0,2,0,0,-4791,4506,9297,45,FALSE,0,19,324,Ciaran,Clark
Benjamin Chilwell,DEF,Chelsea,6.6,0,0,20,1,7.6,232,181,0,0,3,10.8,2021-01-16T17:30:00Z,90,8,0,0,0,0,19,0,1827756,1,0,12,6,44842,119283,74441,61,FALSE,0,19,232,Benjamin,Chilwell
Benjamin Chilwell,DEF,Chelsea,6.6,0,0,9,0,8.5,232,173,2,0,2,11.6,2021-01-19T20:15:00Z,90,9,0,0,0,0,19,0,1827756,0,2,0,1,44842,119283,74441,61,FALSE,0,19,232,Benjamin,Chilwell
Karlo Ziger,GK,Chelsea,1,0,0,0,0,0,593,181,0,0,0,0,2021-01-16T17:30:00Z,0,8,0,0,0,0,19,0,62665,1,0,0,0,4718,7951,3233,40,FALSE,0,19,593,Karlo,Ziger
Karlo Ziger,GK,Chelsea,1,0,0,0,0,0,593,173,0,0,0,0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,62665,0,2,0,0,4718,7951,3233,40,FALSE,0,19,593,Karlo,Ziger
Leander Dendoncker,MID,Wolves,1.1,0,0,4,0,49.1,464,188,3,0,7.9,9,2021-01-16T12:30:00Z,90,18,0,0,0,0,19,0,44980,3,2,21,1,-918,1890,2808,47,TRUE,1,19,464,Leander,Dendoncker
Rúben Santos Gato Alves Dias,DEF,Man City,15.2,1,2,38,1,3.7,556,185,0,0,5,29,2021-01-17T19:15:00Z,90,6,0,0,0,0,19,0,891459,0,4,17,11,154332,186853,32521,58,TRUE,0,19,556,Rúben Santos,Gato Alves Dias
Rúben Santos Gato Alves Dias,DEF,Man City,15.2,0,1,29,1,0.7,556,380,0,0,6.2,26.6,2021-01-20T18:00:00Z,90,2,0,0,0,0,19,0,891459,0,2,35,7,154332,186853,32521,58,TRUE,0,19,556,Rúben Santos,Gato Alves Dias
Wesley Fofana,DEF,Leicester,4.1,0,0,5,0,0.9,561,183,0,0,1.5,11.6,2021-01-16T20:00:00Z,52,16,0,0,0,0,19,0,54972,0,2,2,0,2815,6572,3757,50,TRUE,1,19,561,Wesley,Fofana
Wesley Fofana,DEF,Leicester,4.1,0,1,25,1,0.5,561,173,0,0,2.1,20.6,2021-01-19T20:15:00Z,90,5,0,0,0,0,19,0,54972,0,2,0,6,2815,6572,3757,50,TRUE,1,19,561,Wesley,Fofana
Alireza Jahanbakhsh,MID,Brighton,0,0,0,0,0,0,71,182,0,0,0,0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,2658,1,0,0,0,-71,15,86,54,FALSE,0,19,71,Alireza,Jahanbakhsh
Josh Brownhill,MID,Burnley,2.8,0,0,11,0,15.1,98,187,1,0,4.9,14,2021-01-16T15:00:00Z,90,19,0,0,0,0,19,0,5206,0,1,20,2,322,892,570,49,FALSE,0,19,98,Josh,Brownhill
Josh Brownhill,MID,Burnley,2.8,0,0,9,1,0.8,98,177,0,0,1,9.4,2021-01-21T20:00:00Z,90,11,0,0,0,0,19,0,5206,1,0,0,3,322,892,570,49,FALSE,0,19,98,Josh,Brownhill
Matty James,MID,Leicester,0,0,0,0,0,0,222,183,0,0,0,0,2021-01-16T20:00:00Z,0,16,0,0,0,0,19,0,21222,0,2,0,0,-657,92,749,43,TRUE,0,19,222,Matty,James
Matty James,MID,Leicester,0,0,0,0,0,0,222,173,0,0,0,0,2021-01-19T20:15:00Z,0,5,0,0,0,0,19,0,21222,0,2,0,0,-657,92,749,43,TRUE,0,19,222,Matty,James
Ahmed El-Sayed Hegazy,DEF,West Brom,0,0,0,0,0,0,414,188,0,0,0,0,2021-01-16T12:30:00Z,0,20,0,0,0,0,19,0,11094,3,2,0,0,-198,47,245,41,FALSE,0,19,414,Ahmed El-Sayed,Hegazy
Ahmed El-Sayed Hegazy,DEF,West Brom,0,0,0,0,0,0,414,175,0,0,0,0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,11094,1,2,0,0,-198,47,245,41,FALSE,0,19,414,Ahmed El-Sayed,Hegazy
Jordan Ayew,FWD,Crystal Palace,0,0,0,7,0,4.6,140,185,4,0,3.4,7.8,2021-01-17T19:15:00Z,90,12,0,0,0,0,19,0,115066,0,4,22,2,-2286,2737,5023,56,FALSE,0,19,140,Jordan,Ayew
Bobby Thomas,DEF,Burnley,-2,0,0,0,0,0,520,187,0,0,0,0,2021-01-16T15:00:00Z,0,19,0,0,0,0,19,0,56604,0,1,0,0,2083,4664,2581,39,FALSE,0,19,520,Bobby,Thomas
Bobby Thomas,DEF,Burnley,-2,0,0,0,0,0,520,177,0,0,0,0,2021-01-21T20:00:00Z,0,11,0,0,0,0,19,0,56604,1,0,0,0,2083,4664,2581,39,FALSE,0,19,520,Bobby,Thomas
Romaine Sawyers,MID,West Brom,2.2,0,0,10,0,11.5,413,188,2,0,1.8,5.6,2021-01-16T12:30:00Z,90,20,0,0,0,0,19,0,2804,3,2,1,2,141,274,133,48,FALSE,0,19,413,Romaine,Sawyers
Romaine Sawyers,MID,West Brom,2.2,0,0,17,0,2.3,413,175,2,0,1.1,8.6,2021-01-19T18:00:00Z,90,19,0,0,0,0,19,0,2804,1,2,0,2,141,274,133,48,FALSE,0,19,413,Romaine,Sawyers
José Izquierdo,MID,Brighton,0,0,0,0,0,0,72,182,0,0,0,0,2021-01-16T15:00:00Z,0,10,0,0,0,0,19,0,211,1,0,0,0,10,20,10,55,FALSE,0,19,72,José,Izquierdo
Harvey Barnes,MID,Leicester,13.3,0,1,25,1,27.2,235,183,0,1,15.5,45.4,2021-01-16T20:00:00Z,90,16,0,0,0,0,19,0,351686,0,2,82,9,30844,60050,29206,68,TRUE,0,19,235,Harvey,Barnes
Harvey Barnes,MID,Leicester,13.3,1,0,16,1,24.3,235,173,0,0,5.2,24,2021-01-19T20:15:00Z,90,5,0,0,0,0,19,0,351686,0,2,4,6,30844,60050,29206,68,TRUE,0,19,235,Harvey,Barnes
Daniel Ceballos Fernández,MID,Arsenal,1.7,0,0,0,0,0,501,179,0,0,0,0,2021-01-18T20:00:00Z,0,14,0,0,0,0,19,0,68234,0,3,0,0,-1713,1519,3232,47,TRUE,0,19,501,Daniel,Ceballos Fernández
Marcus Rashford,MID,Man Utd,8.9,0,0,-2,1,1.4,306,184,0,0,1.5,0,2021-01-17T16:30:00Z,90,11,0,0,0,0,19,0,1016925,0,0,14,2,52232,138917,86685,96,FALSE,1,19,306,Marcus,Rashford
Marcus Rashford,MID,Man Utd,8.9,0,0,4,0,0.6,306,171,0,0,0.6,1.4,2021-01-20T20:15:00Z,5,8,0,0,0,0,19,0,1016925,2,1,4,1,52232,138917,86685,96,FALSE,0,19,306,Marcus,Rashford
Theo Walcott,MID,Southampton,2.3,0,0,5,0,21.5,148,183,2,0,3.9,5,2021-01-16T20:00:00Z,90,9,0,0,0,0,19,0,65024,0,2,12,2,-9547,3828,13375,58,FALSE,0,19,148,Theo,Walcott
Ryan Fredericks,DEF,West Ham,3.4,0,0,0,0,0,438,187,0,0,0,0,2021-01-16T15:00:00Z,0,4,0,0,0,0,19,0,17669,0,1,0,0,22,1266,1244,42,TRUE,0,19,438,Ryan,Fredericks
Ryan Fredericks,DEF,West Ham,3.4,0,0,0,0,0,438,175,0,0,0,0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,17669,1,2,0,0,22,1266,1244,42,TRUE,0,19,438,Ryan,Fredericks
Michail Antonio,FWD,West Ham,9,0,3,28,1,3.3,437,187,0,1,10.1,40.2,2021-01-16T15:00:00Z,90,4,0,0,0,0,19,0,729174,0,1,57,9,496242,513920,17678,63,TRUE,0,19,437,Michail,Antonio
Michail Antonio,FWD,West Ham,9,0,3,39,0,25.7,437,175,1,1,9,40.6,2021-01-19T18:00:00Z,83,18,0,0,0,0,19,0,729174,1,2,24,9,496242,513920,17678,63,TRUE,0,19,437,Michail,Antonio
Callum Wilson,FWD,Newcastle,2.9,0,0,7,0,12.2,506,179,3,0,4.1,10.6,2021-01-18T20:00:00Z,90,1,0,0,0,0,19,0,1599004,0,3,18,2,74530,274169,199639,66,FALSE,0,19,506,Callum,Wilson
Callum Wilson,FWD,Newcastle,2.9,0,0,3,0,2.2,506,99,2,0,0.6,2.2,2021-01-23T20:00:00Z,90,2,0,0,0,0,19,0,1599004,0,2,2,2,74530,274169,199639,66,FALSE,0,19,506,Callum,Wilson
David Luiz Moreira Marinho,DEF,Arsenal,2.7,0,0,19,1,1.3,3,179,0,0,1.9,4,2021-01-18T20:00:00Z,90,14,0,0,0,0,19,0,58406,0,3,14,6,280,923,643,54,TRUE,0,19,3,David,Luiz Moreira Marinho
Moussa Djenepo,MID,Southampton,0,0,0,0,0,0,382,183,0,0,0,0,2021-01-16T20:00:00Z,0,9,0,0,0,0,19,0,4737,0,2,0,0,-341,14,355,54,FALSE,0,19,382,Moussa,Djenepo
Andreas Pereira,MID,Man Utd,0,0,0,0,0,0,304,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,2539,0,0,0,0,-11,2,13,48,FALSE,0,19,304,Andreas,Pereira
Andreas Pereira,MID,Man Utd,0,0,0,0,0,0,304,171,0,0,0,0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,2539,2,1,0,0,-11,2,13,48,FALSE,0,19,304,Andreas,Pereira
Frederik Alves,DEF,West Ham,3.5,0,0,0,0,0,637,187,0,0,0,0,2021-01-16T15:00:00Z,0,4,0,0,0,0,19,0,0,0,1,0,0,0,0,0,40,TRUE,0,19,637,Frederik,Alves
Frederik Alves,DEF,West Ham,3.5,0,0,0,0,0,637,175,0,0,0,0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,0,1,2,0,0,0,0,0,40,TRUE,0,19,637,Frederik,Alves
Leonardo Campana,FWD,Wolves,0.5,0,0,0,0,0,476,188,0,0,0,0,2021-01-16T12:30:00Z,0,18,0,0,0,0,19,0,24149,3,2,0,0,75,838,763,48,TRUE,0,19,476,Leonardo,Campana
Ryan Inniss,DEF,Crystal Palace,0,0,0,0,0,0,534,185,0,0,0,0,2021-01-17T19:15:00Z,0,12,0,0,0,0,19,0,3473,0,4,0,0,-85,0,85,40,FALSE,0,19,534,Ryan,Inniss
Anwar El Ghazi,MID,Aston Villa,7,0,0,5,0,1,45,380,2,0,0.5,4.2,2021-01-20T18:00:00Z,22,12,0,0,0,0,19,0,355384,0,2,0,1,48051,94410,46359,58,FALSE,0,19,45,Anwar,El Ghazi
Anwar El Ghazi,MID,Aston Villa,7,0,0,5,0,0.3,45,99,0,0,0.5,2.2,2021-01-23T20:00:00Z,10,14,0,0,0,0,19,0,355384,0,2,2,1,48051,94410,46359,58,TRUE,0,19,45,Anwar,El Ghazi
Keinan Davis,FWD,Aston Villa,-0.2,0,0,0,0,0,50,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,795857,0,2,0,0,84333,121339,37006,43,FALSE,0,19,50,Keinan,Davis
Keinan Davis,FWD,Aston Villa,-0.2,0,0,0,0,0,50,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,795857,0,2,0,0,84333,121339,37006,43,TRUE,0,19,50,Keinan,Davis
Odion Ighalo,FWD,Man Utd,0.5,0,0,0,0,0,293,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,14366,0,0,0,0,-43,158,201,61,FALSE,0,19,293,Odion,Ighalo
Odion Ighalo,FWD,Man Utd,0.5,0,0,0,0,0,293,171,0,0,0,0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,14366,2,1,0,0,-43,158,201,61,FALSE,0,19,293,Odion,Ighalo
Elliot Anderson,MID,Newcastle,-0.1,0,0,3,0,0.3,602,179,0,0,0.2,0,2021-01-18T20:00:00Z,3,1,0,0,0,0,19,0,1321,0,3,2,1,10,169,159,45,FALSE,0,19,602,Elliot,Anderson
Elliot Anderson,MID,Newcastle,-0.1,0,0,0,0,0,602,99,0,0,0,0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,1321,0,2,0,0,10,169,159,45,FALSE,0,19,602,Elliot,Anderson
Phil Jones,DEF,Man Utd,0,0,0,0,0,0,297,184,0,0,0,0,2021-01-17T16:30:00Z,0,11,0,0,0,0,19,0,2641,0,0,0,0,-7,1,8,48,FALSE,0,19,297,Phil,Jones
Phil Jones,DEF,Man Utd,0,0,0,0,0,0,297,171,0,0,0,0,2021-01-20T20:15:00Z,0,8,0,0,0,0,19,0,2641,2,1,0,0,-7,1,8,48,FALSE,0,19,297,Phil,Jones
Ryan Sessegnon,DEF,Spurs,0,0,0,0,0,0,399,186,0,0,0,0,2021-01-17T14:00:00Z,0,15,0,0,0,0,19,0,5588,3,1,0,0,-29,2,31,47,FALSE,0,19,399,Ryan,Sessegnon
Andros Townsend,MID,Crystal Palace,1.8,0,0,5,0,2.7,137,185,3,0,1.2,9.4,2021-01-17T19:15:00Z,78,12,0,0,0,0,19,0,104842,0,4,0,2,-4325,1015,5340,56,FALSE,0,19,137,Andros,Townsend
Elia Caprile,GK,Leeds,0,0,0,0,0,0,532,182,0,0,0,0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,24253,1,0,0,0,-570,610,1180,40,TRUE,0,19,532,Elia,Caprile
N'Golo Kanté,MID,Chelsea,0,0,0,0,0,0,113,181,0,0,0,0,2021-01-16T17:30:00Z,0,8,0,0,0,0,19,0,205870,1,0,0,0,-11801,197,11998,49,FALSE,0,19,113,N'Golo,Kanté
N'Golo Kanté,MID,Chelsea,0,0,0,0,0,0,113,173,0,0,0,0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,205870,0,2,0,0,-11801,197,11998,49,FALSE,0,19,113,N'Golo,Kanté
Liam Cooper,DEF,Leeds,0.5,0,0,21,0,1.3,195,182,1,0,5.6,36,2021-01-16T15:00:00Z,90,3,0,0,0,0,19,0,29510,1,0,19,2,783,2286,1503,43,TRUE,0,19,195,Liam,Cooper
Olivier Giroud,FWD,Chelsea,5,0,0,5,1,23.6,103,181,0,0,9.6,6,2021-01-16T17:30:00Z,74,8,0,0,0,0,19,0,129720,1,0,66,2,15670,27361,11691,67,FALSE,0,19,103,Olivier,Giroud
Olivier Giroud,FWD,Chelsea,5,0,0,0,0,0,103,173,0,0,0,0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,129720,0,2,0,0,15670,27361,11691,67,FALSE,0,19,103,Olivier,Giroud
Kortney Hause,DEF,Aston Villa,5.8,0,0,0,0,0,39,380,0,0,0,0,2021-01-20T18:00:00Z,0,12,0,0,0,0,19,0,55098,0,2,0,0,6149,14879,8730,44,FALSE,0,19,39,Kortney,Hause
Kortney Hause,DEF,Aston Villa,5.8,0,0,0,0,0,39,99,0,0,0,0,2021-01-23T20:00:00Z,0,14,0,0,0,0,19,0,55098,0,2,0,0,6149,14879,8730,44,TRUE,0,19,39,Kortney,Hause
Oliver Casey,DEF,Leeds,0,0,0,0,0,0,215,182,0,0,0,0,2021-01-16T15:00:00Z,0,3,0,0,0,0,19,0,94281,1,0,0,0,-3233,588,3821,39,TRUE,0,19,215,Oliver,Casey
Tyler Roberts,MID,Leeds,0.2,0,0,4,0,1.3,206,182,0,0,4.9,6.2,2021-01-16T15:00:00Z,28,3,0,0,0,0,19,0,4421,1,0,41,1,-37,77,114,47,TRUE,0,19,206,Tyler,Roberts
Scott McTominay,MID,Man Utd,3.9,0,0,13,1,0.7,309,184,0,0,2.1,20.6,2021-01-17T16:30:00Z,90,11,0,0,0,0,19,0,107408,0,0,0,3,2863,21257,18394,49,FALSE,0,19,309,Scott,McTominay
Scott McTominay,MID,Man Utd,3.9,0,0,2,0,0,309,171,0,0,0,0,2021-01-20T20:15:00Z,5,8,0,0,0,0,19,0,107408,2,1,0,1,2863,21257,18394,49,FALSE,0,19,309,Scott,McTominay
Matthew Lowton,DEF,Burnley,4.8,0,0,10,0,12.5,92,187,1,0,3.1,15.4,2021-01-16T15:00:00Z,90,19,0,0,0,0,19,0,130388,0,1,3,2,9466,28689,19223,44,FALSE,0,19,92,Matthew,Lowton
Matthew Lowton,DEF,Burnley,4.8,0,0,21,1,0.8,92,177,0,0,1.6,15.2,2021-01-21T20:00:00Z,90,11,0,0,0,0,19,0,130388,1,0,0,6,9466,28689,19223,44,FALSE,0,19,92,Matthew,Lowton
Ferran Torres,MID,Man City,6.8,1,0,13,0,1.4,287,185,0,0,0.3,1.6,2021-01-17T19:15:00Z,19,6,0,0,0,0,19,0,85608,0,4,0,4,-9689,1980,11669,69,TRUE,0,19,287,Ferran,Torres
Ferran Torres,MID,Man City,6.8,0,0,0,0,0,287,380,0,0,0,0,2021-01-20T18:00:00Z,0,2,0,0,0,0,19,0,85608,0,2,0,0,-9689,1980,11669,69,TRUE,0,19,287,Ferran,Torres
Rhian Brewster,FWD,Sheffield Utd,0.9,0,0,3,0,0.5,262,186,0,0,0.6,3,2021-01-17T14:00:00Z,19,17,0,0,0,0,19,0,644114,3,1,2,1,57648,115917,58269,45,TRUE,0,19,262,Rhian,Brewster
Darren Randolph,GK,West Ham,3.4,0,0,0,0,0,430,187,0,0,0,0,2021-01-16T15:00:00Z,0,4,0,0,0,0,19,0,30769,0,1,0,0,9392,13139,3747,44,TRUE,0,19,430,Darren,Randolph
Darren Randolph,GK,West Ham,3.4,0,0,0,0,0,430,175,0,0,0,0,2021-01-19T18:00:00Z,0,18,0,0,0,0,19,0,30769,1,2,0,0,9392,13139,3747,44,TRUE,0,19,430,Darren,Randolph
Rolando Aarons,MID,Newcastle,0,0,0,0,0,0,337,179,0,0,0,0,2021-01-18T20:00:00Z,0,1,0,0,0,0,19,0,2272,0,3,0,0,-22,2,24,48,FALSE,0,19,337,Rolando,Aarons
Rolando Aarons,MID,Newcastle,0,0,0,0,0,0,337,99,0,0,0,0,2021-01-23T20:00:00Z,0,2,0,0,0,0,19,0,2272,0,2,0,0,-22,2,24,48,FALSE,0,19,337,Rolando,Aarons
Pierre-Emile Højbjerg,MID,Spurs,3,1,0,22,0,23.4,396,186,1,0,7.1,39.8,2021-01-17T14:00:00Z,90,15,0,0,0,0,19,0,65858,3,1,8,5,-3407,2008,5415,49,FALSE,0,19,396,Pierre-Emile,Højbjerg
